NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,7,3,3,25,0.118189,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,7,3,3,25,0.2049337,0
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,3,27,27,27,1,2,7,3,3,25,0.3127345,1
0,1,2,2,0,0.9075544,0.3085001,0.3085001,15,3,3,27,27,27,1,2,7,3,3,25,0.4024561,1
0,1,2,2,0,0.8075545,0.3085001,0.3085001,15,3,3,27,27,27,1,2,7,3,3,25,0.5098121,2
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,7,3,3,25,0.6043195,2
0,1,2,1,0,0.007555365,0.3085001,8.307555,15,3,3,27,27,27,1,2,7,3,3,25,0.7066007,2
0,1,2,1,0,0.007555365,0.5085009,8.107554,15,3,3,27,27,27,1,2,7,3,3,25,0.8003646,4
2,1,2,1,0.6084998,0.007555365,1.008503,7.607552,15,3,3,27,27,27,1,2,7,3,3,25,0.9018975,4
2,1,2,1,0.6084998,0.007555365,1.508505,7.10755,15,3,3,27,27,27,1,2,7,3,3,25,1.005846,4
2,1,2,1,0.6084998,0.007555365,2.008507,6.607548,15,3,3,27,27,27,1,2,7,3,3,25,1.106635,4
2,1,2,1,0.6084998,0.007555365,2.508508,6.107546,15,3,3,27,27,27,1,2,7,3,3,25,1.208593,4
2,1,2,1,0.6084998,0.007555365,3.00851,5.607544,15,3,3,27,27,27,1,2,7,3,3,25,1.303997,4
2,1,2,1,0.6084998,0.007555365,3.508511,5.107544,15,3,3,27,27,27,1,2,100,100,3,25,1.40663,4
2,1,2,1,10.6085,0.007555365,4.00851,4.607544,15,3,3,27,27,27,1,2,100,100,3,25,1.500021,4
2,1,2,1,10.6085,0.007555365,4.10851,4.507544,15,3,3,27,27,27,1,2,100,100,3,25,1.603052,1
2,1,2,1,10.1085,0.5075549,4.10851,4.507545,15,3,3,27,27,27,1,2,100,100,3,25,1.711391,1
2,1,2,2,9.608501,1.007554,0.1085103,0.5084899,15,3,3,27,27,27,1,2,100,100,3,25,1.801832,1
2,1,2,2,9.108501,1.507554,0.1085103,0.5084899,15,3,3,27,27,27,1,2,100,100,3,25,1.906419,1
2,1,2,2,8.608501,2.007554,0.1085103,0.5084899,15,3,3,27,27,27,1,2,100,100,3,25,2.004209,1
2,1,2,2,8.108502,2.507553,0.1085103,0.5084899,15,3,3,27.3,27,27,1,2,100,100,3,25,2.112352,1
0,1,2,2,0,3.007552,0.1085103,0.5084899,15,3,3,27.3,27,27,0,2,100,100,3,25,2.203243,1
0,1,2,2,0,3.507552,0.1085103,0.5084899,15,3,3,27.3,27,27,0,2,100,100,3,25,2.30551,1
0,1,2,2,0,4.007552,0.1085103,0.5084899,15,3,3,27.3,27,27,0,2,100,100,3,25,2.406329,1
0,1,2,2,0,4.507551,0.1085103,0.5084899,15,3,3,27.3,27,27,0,2,100,100,3,25,2.500202,1
0,1,1,1,0,5.00755,0.1075653,0.5075449,15,3,3,27.3,27,27,0,2,100,100,3,25,2.607977,1
0,1,1,1,0,5.507551,0.1075653,0.5075449,15,3,3,27.3,27,27,0,2,100,100,3,25,2.702923,1
0,1,1,1,0,6.007553,0.1075653,0.5075449,15,3,3,27.3,27,27,0,2,100,100,3,25,2.801394,1
2,1,1,1,5.1085,6.507555,0.1075653,0.5075449,15,3,3,27.3,27,27,1,2,100,100,3,25,2.90196,1
0,1,1,1,0,7.007556,0.1075653,0.5075449,15,3,3,27.3,27,27,0,2,100,100,3,25,3.003046,1
0,1,1,1,0,7.507559,0.1075653,0.5075449,15,3,3,27.3,27,27,0,2,100,100,3,25,3.108219,1
0,1,2,2,0,8.007562,0.1085103,0.5084899,15,3,3,27.3,27,27,0,2,100,100,3,25,3.210815,1
0,1,2,2,0,8.507563,0.1085103,0.5084899,15,3,3,27.3,27,27,0,2,100,100,3,25,3.309076,1
1,1,2,2,15.60755,9.007565,0.1085103,0.5084899,15,3,3,27.3,27,27,1,2,100,100,3,25,3.411811,1
1,1,2,2,15.10754,9.507566,0.1085103,0.5084899,15,3,3,27.3,27,27,1,2,100,100,3,25,3.503788,1
1,1,2,1,14.60754,10.00757,4.10851,4.507545,15,3,3,27.3,27,27,1,2,100,100,3,25,3.600579,1
1,1,2,1,14.10754,10.50757,4.10851,4.507545,15,3,3,27.3,27,27,1,2,100,100,3,25,3.700447,1
1,1,2,1,13.60754,11.00757,0.1085103,2.50849,15,3,3,27.3,27,27,1,2,100,100,3,25,3.803373,1
1,1,2,1,13.10754,11.50757,0.1085103,2.50849,15,3,3,27.3,27,27,1,2,100,100,3,25,3.902523,1
1,1,2,2,12.60754,12.00758,0.1085103,2.50849,15,3,3,27.3,27,27,1,2,100,100,3,25,4.010285,1
1,1,2,2,12.10753,12.50758,0.1085103,2.50849,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.104781,1
1,1,2,2,11.60753,13.00758,0.1085103,2.50849,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.203526,1
1,1,2,2,11.00753,13.60758,0.1085103,2.50849,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.324094,1
1,1,2,2,10.70753,13.90758,0.1085103,2.50849,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.40256,4
1,1,2,2,10.70753,13.90758,0.5085099,2.10849,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.501837,4
2,2,2,2,0.708473,3.908527,1.00851,1.608491,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.60004,4
2,2,2,2,0.708473,3.908527,1.508509,1.108491,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.702112,4
2,2,1,1,0.5084723,4.108527,7.607564,3.007546,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.808598,1
2,2,1,1,0.2084711,4.408529,7.607564,3.007546,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,4.90242,4
2,2,1,1,0.2084711,4.408529,8.107564,2.507547,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,5.002394,4
2,2,1,1,0.2084711,4.408528,8.607563,2.007547,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,5.101915,4
2,2,1,1,0.2084711,0.4085291,9.107562,1.507548,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,5.20157,4
2,2,1,1,0.2084711,0.4085291,9.607562,1.007548,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,5.304195,4
6,2,1,1,8.857722,0.4085291,10.10756,0.5075487,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,5.403504,4
6,2,2,1,8.457721,0.8085306,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,5.503348,1
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,5.608959,0
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,5.703922,0
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,5.805065,0
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,5.903806,0
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.002947,0
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.108035,0
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.203552,0
0,2,2,1,0,1.208532,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.308486,0
6,2,2,1,7.857719,1.408533,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,6.401407,1
6,2,2,1,7.357717,1.908535,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,1,2,100,100,3,25,6.501869,1
0,2,2,1,0,2.408537,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.603083,1
0,2,2,1,0,2.908539,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.705429,1
0,2,2,1,0,3.408541,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.801931,1
0,2,2,1,0,3.908542,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,6.90404,1
0,2,2,1,0,4.408544,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,7.001068,1
0,2,2,1,0,4.908546,0.2085063,0.4075488,15,3,2.7,27.3,27,27.3,0,2,100,100,3,25,7.107258,1
1,2,2,1,5.207507,5.408548,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.204447,1
1,2,2,1,4.707505,5.90855,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.308653,1
1,2,2,1,4.207503,6.408552,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.40092,1
1,2,2,1,3.707502,6.908554,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.500869,1
1,2,2,1,3.2075,7.408556,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.602141,1
1,2,2,1,2.707497,7.908558,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.707994,1
1,2,2,1,2.207496,8.40856,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.806022,1
1,2,2,1,1.707494,8.908562,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,7.900795,1
1,2,2,1,1.207492,9.408564,0.2085063,0.4075488,15,3,100,100,27,27.3,1,2,100,100,3,25,8.004331,1
1,2,2,1,0.7074898,9.908566,0.2085063,0.4075488,15,3,100,100,27,26.8,1,2,100,100,3,25,8.102353,1
1,2,0,1,0.6074894,0.008565661,0,0.7075484,15,3,100,100,27,26.3,1,2,100,100,3,25,8.203891,3
1,2,0,1,0.6074894,0.008565661,0,1.207548,15,3,100,100,27,25.8,0,2,100,100,3,25,8.302639,3
1,2,0,1,0.6074894,0.008565661,0,1.707548,15,3,100,100,27,25.29999,0,2,100,100,3,25,8.407263,3
1,2,0,1,0.6074895,0.008565661,0,2.207547,15,3,100,100,27,24.79999,0,2,100,100,3,25,8.505662,3
1,2,0,1,0.6074895,0.008565661,0,2.407547,15,3,100,100,27,24.29999,0,2,100,100,3,25,8.605871,3
1,2,0,1,0.6074894,0.008565661,0,2.907546,15,3,100,100,27,23.79999,0,2,100,100,3,25,8.700815,3
1,2,0,1,0.6074894,0.008565661,0,3.407546,15,3,100,100,27,23.29999,0,2,100,100,3,25,8.805964,3
1,2,0,1,0.6074894,0.008565661,0,3.907545,15,3,100,100,27,22.79998,0,2,100,100,3,25,8.90669,3
1,2,0,1,0.6074894,0.008565661,0,3.907545,15,3,100,100,27,22.29998,0,2,100,100,3,25,9.001442,2
