NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,21,17,3,23,0.1088306,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,21,17,3,23,0.2028102,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,21,17,3,23,0.301092,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,21,17,3,23,0.4046197,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,21,17,3,23,0.5024566,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,21,17,3,23,0.6064887,0
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,3,27,27,27,1,2,21,17,3,23,0.7009329,1
0,1,2,2,0,0.9075544,0.3085001,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,0.801573,1
0,1,2,2,0,1.407554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,0.9067798,1
0,1,2,2,0,1.907554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,1.007309,1
0,1,2,2,0,2.407553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,1.100656,1
0,1,2,2,0,2.907553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,1.207451,1
0,1,2,2,0,3.407552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,1.306646,1
0,1,2,2,0,3.907552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,1.40501,1
0,1,2,2,0,4.407551,8.3085,0.3085001,15,3,3,27,27,27,1,2,21,17,3,23,1.504742,1
1,1,2,1,19.70756,4.90755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,21,17,3,23,1.60384,1
1,1,2,1,19.20756,5.40755,0.3085001,0.3075551,15,3,3,27,27,27,1,2,21,17,3,23,1.705067,1
1,1,2,1,18.70756,5.907552,0.3085001,0.3075551,15,3,3,27,27,27,1,2,21,17,3,23,1.806844,1
1,1,2,1,18.20756,6.407555,0.3085001,0.3075551,15,3,3,27,27,27,1,2,21,17,3,23,1.907282,1
1,1,2,1,17.70755,6.907556,0.3085001,0.3075551,15,3,3,27,27,27,1,2,21,17,3,23,2.00092,1
1,1,2,1,17.20755,7.407558,0.3085001,0.3075551,15,3,3.5,27,26.5,27,1,2,21,17,3,23,2.109885,1
1,1,2,1,16.70755,7.907561,0.3085001,0.3075551,15,3,3.999999,27,26,27,1,2,21,17,3,23,2.207473,1
1,1,2,2,16.20755,8.407562,0.3085001,0.3085001,15,3,4.499999,27,25.49999,27,1,2,21,17,3,23,2.303638,1
1,1,2,2,15.70755,8.907564,0.3085001,0.3085001,15,3,4.999998,27,24.99999,27,1,2,21,17,3,23,2.407582,1
1,1,2,2,15.20754,9.407566,0.3085001,0.3085001,15,3,5.499998,27,24.49999,27,1,2,21,17,3,23,2.507999,1
1,1,2,2,14.70754,9.907568,0.3085001,0.3085001,15,3,5.999997,27,23.99999,27,1,2,21,17,3,23,2.605343,1
1,1,2,1,14.50754,10.10757,0.3085001,8.307555,15,3,6.499997,27,23.49999,27,1,2,21,17,3,23,2.700332,4
2,2,2,1,0.5084866,0.1085136,0.808502,7.807553,15,3,6.999996,27,22.99998,27,1,2,21,17,3,23,2.806203,4
2,2,2,1,0.5084866,0.1085136,1.208504,7.407552,15,3,7.499996,27,22.49998,27,1,2,21,17,3,23,2.907144,4
2,2,2,1,0.108485,0.5085152,1.208504,7.407552,15,3,7.999995,27,21.99998,27,1,2,21,17,3,23,3.001759,1
2,2,2,1,0.008484599,0.6085156,1.208503,7.407551,15,3,8.499997,27,21.49998,27,1,2,21,17,3,23,3.101688,1
2,2,2,1,0.008484599,0.6085156,1.208503,7.407551,15,3,8.999999,27,20.99998,27,1,2,21,17,3,23,3.205844,1
2,2,2,1,0.008484599,0.6085156,1.208503,7.407551,15,3,9.500001,27,20.49998,27,1,2,21,17,3,23,3.300982,1
2,2,2,1,0.008484599,0.6085156,1.208503,7.407551,15,3,10,27,19.99997,27,1,2,21,17,3,23,3.405317,3
2,2,2,2,0.9084843,0.7085159,1.208503,0.4084967,15,3,10.5,27,19.49997,27,1,2,21,17,3,23,3.502172,1
2,2,2,2,0.4084824,1.208518,1.208504,0.4084967,15,3,11.00001,27,18.99997,27,1,2,21,17,3,23,3.604874,1
2,2,2,2,0.008480784,1.608519,1.208503,0.4084967,15,3,11.50001,27,18.49997,27,1,2,21,17,3,23,3.70536,1
2,2,2,2,0.008480784,1.608519,1.208503,0.4084967,15,3,12.00001,27,17.99997,27,1,2,21,17,3,23,3.808586,1
2,2,2,2,3.008481,1.608519,1.208503,0.4084967,15,3,12.50001,27,17.49996,27,1,2,21,17,3,23,3.901207,1
2,2,2,2,2.508479,2.108521,1.208504,0.4084967,15,3,13.00001,27,16.99996,27,1,2,21,17,3,23,4.001943,1
0,2,2,2,0,2.608523,1.208503,0.4084967,15,3,13.00001,26.7,16.99996,26.7,0,2,21,17,3,23,4.103743,1
0,2,2,2,0,3.108525,1.208503,0.4084966,15,3,13.00001,26.7,16.99996,26.7,0,2,21,17,3,23,4.206255,1
0,2,2,2,0,3.608526,1.208503,0.4084966,15,3,13.00001,26.7,16.99996,26.7,0,2,21,17,3,23,4.311783,1
2,2,1,1,2.508472,4.108528,3.207558,7.407551,15,3,13.00001,26.7,16.99996,26.7,1,2,21,17,3,23,4.401105,1
2,2,1,1,2.00847,4.60853,3.207559,7.407551,15,3,13.00001,26.7,16.99996,26.7,1,2,21,17,3,23,4.508341,0
0,2,1,1,0,4.60853,3.207559,7.407551,15,3,13.00001,26.3,16.99996,26.3,0,2,21,17,3,23,4.600698,0
2,2,2,2,2.508468,5.108531,1.208504,0.4084966,15,3,13.00001,25.8,16.99996,25.8,1,2,21,17,3,23,4.704282,1
0,2,2,2,0,5.208532,1.208504,0.4084966,15,3,13.00001,25.7,16.99996,25.7,0,2,21,17,3,23,4.807595,0
0,2,2,2,0,5.208532,1.208504,0.4084966,15,3,13.00001,25.7,16.99996,25.7,0,2,21,17,3,23,4.906444,0
0,2,2,2,0,5.208532,1.208504,0.4084966,15,3,13.00001,25.7,16.99996,25.7,0,2,21,17,3,23,5.004714,0
0,2,2,2,0,5.208532,1.208504,0.4084966,15,3,13.00001,25.29999,16.99996,25.7,0,2,21,17,3,23,5.104873,0
0,2,2,2,0,5.208532,1.208504,0.4084966,15,3,13.00001,24.79999,16.99996,25.7,0,2,21,17,3,23,5.206246,0
2,2,2,2,4.408468,5.208532,1.208504,0.4084966,15,3,13.00001,24.69999,16.99996,25.7,1,2,21,17,3,23,5.304419,0
0,2,2,2,0,4.908531,1.208504,0.4084966,15,3,13.00001,24.69999,16.99996,25.7,0,2,21,17,3,23,5.412654,2
0,2,1,1,0,4.408529,3.207559,7.407551,15,3,13.00001,24.69999,16.99996,25.7,0,2,21,17,3,23,5.507629,2
0,2,2,2,0,3.908527,1.208504,0.4084966,15,3,13.00001,24.69999,16.99996,25.29999,0,2,21,17,3,23,5.607782,4
2,2,2,2,6.708473,3.908527,1.308504,0.3084962,15,3,13.00001,24.69999,16.99996,24.79999,1,2,21,17,3,23,5.710406,4
2,2,2,2,6.708473,3.908527,1.608505,0.00849509,15,3,13.00001,24.69999,16.99996,24.69999,1,2,21,17,3,23,5.804922,4
2,2,1,1,6.508472,4.108528,3.60756,7.00755,15,3,13.00001,24.69999,16.99996,24.69999,1,2,21,17,3,23,5.900486,1
