NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,7,7,23,0.1126831,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,7,7,23,0.2253662,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,7,7,23,0.3051472,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,7,7,23,0.4031172,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,7,7,23,0.5002668,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,7,7,23,0.6076931,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,17,7,7,23,0.7104792,1
0,1,2,2,0,0.8075545,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,0.8134601,1
0,1,2,2,0,1.307554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,0.9066359,1
0,1,2,2,0,1.807554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.003692,1
0,1,2,2,0,2.307553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.102449,1
0,1,2,2,0,2.807553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.209693,1
0,1,2,2,0,3.307552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.302528,1
0,1,2,2,0,3.807552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.406515,1
0,1,2,2,0,4.307551,8.3085,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.503757,1
1,1,2,1,19.90756,4.707551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,17,7,7,23,1.604845,0
0,1,2,2,0,4.507551,8.3085,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.701899,2
0,1,2,2,0,4.107552,8.3085,0.3085001,15,3,27,27,3,27,1,2,17,7,7,23,1.807516,3
2,2,2,2,0.5085037,0.1084964,7.808498,0.808502,15,3,27,27,3,27,1,2,17,7,7,23,1.915801,3
2,2,2,2,0.5085037,0.1084964,7.308496,1.308504,15,3,27,27,3,27,1,2,17,7,7,23,2.010545,3
2,2,2,2,0.5085037,0.1084964,6.808494,1.808506,15,3,26.5,27,3,26.5,1,2,17,7,7,23,2.11054,3
2,2,2,2,0.5085037,0.1084964,6.308492,2.308508,15,3,26,27,3,26,1,2,17,7,7,23,2.206271,3
2,2,2,2,0.5085037,0.1084964,5.80849,2.80851,15,3,25.49999,27,3,25.49999,1,2,17,7,7,23,2.308673,3
2,2,2,2,0.5085037,0.1084964,5.308488,3.308511,15,3,24.99999,27,3,24.99999,1,2,17,7,7,23,2.404955,3
2,2,2,2,0.5085037,0.1084964,4.808486,3.808513,15,3,24.49999,27,3,24.49999,1,2,17,7,7,23,2.505583,3
2,2,2,2,4.508503,0.1084964,4.308485,4.308515,15,3,23.99999,27,3,23.99999,1,2,17,7,7,23,2.607743,3
2,2,2,2,0.5085037,0.1084964,3.808483,4.808517,15,3,23.49999,27,3,23.49999,1,2,17,7,7,23,2.712122,3
2,2,2,2,0.5085037,0.1084964,3.308481,5.308519,15,3,22.99998,27,3,22.99998,1,2,100,100,7,23,2.81212,3
2,2,2,2,0.5085037,0.1084964,2.808479,5.808521,15,3,22.49998,27,3,22.49998,1,2,100,100,7,23,2.900974,0
2,2,2,2,0.5085037,0.1084964,3.308481,5.308519,15,3,21.99998,27,3,21.99998,1,2,100,100,7,23,3.005081,4
2,2,2,2,0.5085037,0.1084964,3.808483,4.808517,15,3,21.49998,27,3,21.49998,1,2,100,100,7,23,3.10779,4
2,2,2,2,4.508503,0.1084964,4.308485,4.308515,15,3,20.99998,27,3,20.99998,1,2,100,100,7,23,3.206622,4
2,2,2,2,0.5085037,0.1084964,4.808486,3.808513,15,3,20.49998,27,3,20.49998,1,2,100,100,7,23,3.311057,4
2,2,2,2,0.5085037,0.1084964,5.308488,3.308511,15,3,19.99997,27,3,19.99997,1,2,100,100,7,23,3.407009,4
2,2,2,2,0.5085037,0.1084964,5.80849,2.80851,15,3,19.49997,27,3,19.49997,1,2,100,100,7,23,3.500282,4
2,2,2,2,0.5085037,0.1084964,6.308492,2.308508,15,3,18.99997,27,3,18.99997,1,2,100,100,7,23,3.603657,4
2,2,2,2,0.5085037,0.1084964,6.808494,1.808506,15,3,18.49997,27,3,18.49997,1,2,100,100,7,23,3.704516,4
2,2,2,2,0.5085037,0.1084964,7.308496,1.308504,15,3,17.99997,27,3,17.99997,1,2,100,100,7,23,3.801231,4
2,2,2,2,0.5085037,0.1084964,7.808498,0.808502,15,3,17.49996,27,3,17.49996,1,2,100,100,7,23,3.905405,4
0,1,2,2,0,4.207551,8.2085,0.4085005,15,3,16.99996,27,3,16.99996,1,2,100,100,7,23,4.004639,1
1,1,2,1,19.90756,4.707551,0.2084997,0.4075555,15,3,16.99996,26.7,3,17.49996,1,2,100,100,7,23,4.103283,1
1,1,2,1,19.40756,5.207551,0.2084997,0.4075555,15,3,16.99996,26.7,3,17.99997,1,2,100,100,7,23,4.210656,1
1,1,2,1,18.90756,5.707552,0.2084997,0.4075555,15,3,16.99996,26.7,3,18.49997,1,2,100,100,7,23,4.303483,1
1,1,2,1,18.40756,6.207554,0.2084997,0.4075555,15,3,16.99996,26.7,3,18.99997,1,2,100,100,7,23,4.402732,1
1,1,2,1,17.90755,6.707556,0.2084997,0.4075555,15,3,16.99996,26.7,3,19.49997,1,2,100,100,7,23,4.506605,1
1,1,2,1,17.40755,7.207557,0.2084997,0.4075555,15,3,16.99996,26.3,3,19.99997,1,2,100,100,7,23,4.603595,1
1,1,2,1,16.90755,7.70756,0.2084997,0.4075555,15,3,16.99996,25.8,3,20.49998,1,2,100,100,7,23,4.705796,1
1,1,2,2,16.40755,8.207561,0.2084997,0.4085005,15,3,16.99996,25.7,3,20.99998,1,2,100,100,7,23,4.806038,1
1,1,2,2,15.90755,8.707563,0.2084997,0.4085005,15,3,16.99996,25.7,3,21.49998,1,2,100,100,7,23,4.903419,1
1,1,2,2,15.40755,9.207565,0.2084997,0.4085005,15,3,16.99996,25.7,3,21.99998,1,2,100,100,7,23,5.005078,1
1,1,2,2,14.90754,9.707567,0.2084997,0.4085005,15,3,16.99996,25.7,3,22.49998,1,2,100,100,7,23,5.103445,1
1,1,2,1,14.40754,10.20757,0.2084997,8.407556,15,3,16.99996,25.7,3,22.99998,1,2,100,100,7,23,5.204627,1
1,1,2,2,13.90754,10.70757,0.2084997,0.4085005,15,3,16.99996,25.7,3,23.49999,1,2,100,100,7,23,5.304767,1
