NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,0,2,19,23,27,25,0.1845034,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,0,2,19,23,27,25,0.2280702,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,0,2,19,23,27,25,0.307146,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,3,27,27,27,0,2,19,23,27,25,0.4029497,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,0.5069137,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,0.6131421,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,0.7004673,1
0,1,2,2,0,2.607553,0.3085001,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,0.8122416,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,0.9046046,1
0,1,2,2,0,3.607552,0.3085001,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,1.001955,1
0,1,2,2,0,4.107552,8.3085,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,1.110461,1
0,1,2,2,0,4.607551,8.3085,0.3085001,15,3,3,27,27,27,0,2,19,23,27,25,1.212835,1
0,1,2,1,0,5.10755,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,1.304846,1
0,1,2,1,0,5.507551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,1.410976,0
0,1,2,1,0,5.507551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,1.506442,0
0,1,2,1,0,5.507551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,1.600695,0
0,1,2,1,0,5.40755,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,1.704144,2
0,1,2,1,0,4.907551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,1.802806,0
0,1,2,1,0,5.107551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,1.905047,1
0,1,2,1,0,5.607551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,19,23,27,25,2.005804,1
0,1,2,1,0,6.107553,0.3085001,0.3075551,15,3,3,27.3,26.5,27,0,2,19,23,27,25,2.100992,1
0,1,2,1,0,6.607555,0.3085001,0.3075551,15,3,3,27.3,26,27,0,2,19,23,27,25,2.206951,1
0,1,2,1,0,7.107557,0.3085001,0.3075551,15,3,3,27.3,25.49999,27,0,2,19,23,27,25,2.301732,1
0,1,2,1,0,7.607559,0.3085001,0.3075551,15,3,3,27.3,24.99999,27,0,2,19,23,27,25,2.407964,1
0,1,2,2,0,8.107561,0.3085001,0.3085001,15,3,3,27.3,24.49999,27,0,2,19,23,27,25,2.507428,1
1,1,2,2,16.00755,8.607563,0.3085001,0.3085001,15,3,3,27.3,23.99999,27,1,2,19,23,27,25,2.611047,1
1,1,2,2,15.50755,9.107565,0.3085001,0.3085001,15,3,3,27.3,23.49999,27,1,2,19,23,27,25,2.705846,1
1,1,2,2,15.00754,9.607568,0.3085001,0.3085001,15,3,3,27.3,22.99998,27,1,2,19,23,27,25,2.801398,1
1,1,2,1,14.50754,10.10757,0.3085001,8.307555,15,3,3,27.3,22.49998,27,1,2,19,23,27,25,2.904028,1
1,1,2,1,14.00754,10.60757,0.3085001,8.307555,15,3,3,27.3,21.99998,27,1,2,19,23,27,25,3.002397,1
1,1,2,2,13.50754,11.10757,0.3085001,0.3085001,15,3,3,27.3,21.49998,27,1,2,19,23,27,25,3.100559,1
1,1,2,2,13.00754,11.60757,0.3085001,0.3085001,15,3,3,27.3,20.99998,27,1,2,19,23,27,25,3.21285,1
1,1,2,2,12.50753,12.10758,0.3085001,0.3085001,15,3,3,27.3,20.49998,27,1,2,19,23,27,25,3.302151,1
